公司,工作地區,職稱,start_time,end_time,最高學歷,一週工時,待遇,是否推薦此工作,內容
九天資產管理股份有限公司,臺北市,業務,1900-01-20,1902-01-19,大學,50,"32,000 / 月",不推,"【實際工作內容】
進來不到一個月就完整的見識到公司的醜陋的一面，老闆不定時的暴氣拍桌罵人，不定時的摔書摔東西，不定時的對員工飆罵，甚至對公司合作夥伴罵三字經，心情好就過去說員工很棒，心情差就罵員工低產值懶惰不肯加班。
業務可以補休，但常常排了假卻被禁休，誰想賺這種賣命錢啊?????工程師達到進度後準時下班就常常被諷刺說懶惰蟲，拿薪水不做事，國內工程師品質超爛之類的，甚至家裡生病的家人在老闆暴怒時還被拿出來說嘴，咬定你為了薪水不敢離職，咬定你出去找不到工作....諸如此類的用詞
甚至在過年前還用妓女跟內褲來比喻一個女生員工，根本口無遮攔無法控制情緒，公司之前有個很棒的人資，全公司都很喜歡他，最後過年前聽說也被弄走了，據說是老闆故意找他麻煩
而且人都離職了還故意在員工面前說那位人資有多爛，洗腦員工真的很要不得的慣老闆
動不動就辱罵員工，動不動就裁員，副總經理甚至說快發不出薪水了。
看玩網路上的文章如果你抱持著沒那麼糟吧的心態進來，你會發現.......
比你想像的更糟!!!
期待將來又會有老闆或所謂的""資深軟體工程師""出來護航"
岱瑪金誠國際事業有限公司,臺北市,岱瑪金誠行銷企劃,1900-01-20,1902-01-19,大學,42,"28,000 / 月",推,"【岱瑪金誠行銷企劃】
本人在研究所畢業後原任職於科技業、從事產品管理的工作，但在工作中因為常常接觸廣告行銷公關業公司的行銷團隊而漸漸地發現自己對於數位行銷領域的熱情，因此希望在任職一年後轉職到數位行銷公司。
數位行銷是一個變化非常快速的產業、透過1111上的介紹得知岱瑪金誠國際事業有限公司的岱瑪行銷企劃部正在誠徵行銷企劃主管，看過職務類別與休假制度是屬於替員工著想優質公司，自己也在網路上查詢岱瑪金誠這家公司的相關資訊，發現公司的業務承接許多知名品牌的案子。
在過去工作經驗裡我必須要時時學習最新的技術、但我非常享受數位行銷產業帶給我的刺激與挑戰。我在工作以外的時間、除了精進自己的行銷知識之外，我也投資時間磨練自己的平面設計與程式開發能力主要為自己的求才條件提升，能提升能力當然相關的薪水也正比向上提升。
這次應徵行銷企劃部門也無科系要求與限制，但更具本人過往的經歷，深信以自己的『數位行銷Ｘ視覺設計Ｘ程式開發』的多樣化技能，能讓我在未來加入岱瑪金誠這間公司時成為團隊中的生力軍！期許藉由本身過去的經歷與專業，能夠為岱瑪金誠帶來更多優渥的企劃案子與業績提升。

"
動心醫電股份有限公司,臺北市,韌體工程師,2010-01-21,2012-01-21,大學,40,"77,000 / 月",不推,"【韌體設計】
薪資沒有提升空間"
艾克爾國際科技股份有限公司,桃園市,測試技術員,2002-01-21,2004-01-21,高中,35,"33,000 / 月",推,"【Wafer測試】
將Wafer上料到機台測試、異常開單、set up機台"
揚弘實業,臺北市,國外業務人員,2020-01-21,2022-01-20,大學,,"70,000 / 月",,"【殞落的公司】
曾為電機雨刷產品全球市場重要品牌龍頭，於2011被併購後，但因管理層策略問題，造成市場近年業績下降。但在這個公司學習到許多經驗與能力，對往後工作有很大的幫助"
維樂工業股份有限公司,臺中市,國際業務,2001-01-21,2003-01-21,大學,40,"45,000 / 月",不推,"【地獄】
我一開始面試這個公司是因為根本對腳踏車產業沒有了解，然後感覺公司規模很大就有大概研究一下。也沒有主動應徵，是維樂一個很像是總務職位的黃先生來聯繫。後來我才知道根本完全沒有人資部門，只有幾個人有身兼人在管理的職務。面試都聊得滿愉快，薪水說實在也很敢給，當初說的不用加班還有按照勞基法只是說說而已，因為到最後都不是那麼一回事。

個人還有所有從前聯絡的同事們都超級不推薦這個公司，這裡是地獄，如果想體驗人間極苦可以來這嘗試看看。但是必須說，只要撐過一年，之後去哪裡都很好找工作，因為外界都知道維樂是地獄毫無人道可言。

【公司管理方式】
完全沒有管理可言，連剛進公司後的on boarding都沒有，前輩只會說：你做久就會了。工作3-4年沒用過這麼爛這麼難用的系統。請資訊室的人幫忙好像要求他一樣，不然他就會說：我不知道，我不會。業務是需要從頭到尾追貨，貨沒出就是業務的錯，老老闆不會覺得是現場的問題，老闆還會說許多難聽字眼例如：沒用、齷齪、沒心沒肺、看起來很聰明其實很沒用??諸如此類。如果要來這心臟要夠大顆。業務沒有自己的權限，所有事情都要經過老闆同意，點頭才可以做才可以繼續。每個部門之間都只會推工作，最後所有的錯跟責任都是業務，這也許就是為什麼薪水比一般外面行情再高一點的原因之一。


【工時狀況】
7.50-17.00是合約上的時間，但是他們要你7.45坐好-下班無極限，越晚越好。如果申請加班費給老老闆簽名，她還會把你罵到不是人。17.00準時打卡也會被她叫進去罵，她會說：你是不是都沒事情做，才總是這麼早下班。

【薪資福利】
薪資是很高沒錯，但是毫無福利可言，三節獎金各300（共900）。特休不能用因為老老闆不給你休，她說她是老闆她說的算，她不接受你休假還要付你錢這種事情。連我之前同事生重病急診給她看診斷證明她都不相信，還說那是騙人用的。另一個同事想用特休去旅行，她也不答應，她說不來就給你曠職。連假休假是她的地雷，請了就黑掉，好像別人都不用休假然後公司是我們的我們做到死她也不在乎？年終獎金千萬不要期待，幾千元連一個月油錢應該都不夠付，她看你爽就給你，看你不爽她就一塊都不給你。還有每個月的薪資條你永遠看不懂，因為他故意拆的很亂，為的是避稅，所以你的薪水跟薪資條上寫的永遠不一樣。

【公司 / 團隊文化】
前輩們努力的蔥康新人，尤其是待5年以上的人。一點溫暖都沒有，年輕的互相取暖老闆也有話說，不准業務之間感情太好怕會帶壞彼此一起離職。新人通常不會待超過一年，高壓環境加上同事一個比一個更像鬼，人鬼殊途無法共存。

【獲得的成長】
除了覺得自己EQ特高外，皺紋還有白頭髮增加許多。對坐墊有基礎了解，但是無法深入，因為公司沒有教育訓練，誰會知道？

【升遷制度】
沒有升遷制度，就算升值為經理也沒用，一樣只是傀儡。每天被老闆說沒用、不會做事、廢物。任何一件小事都要經過她，就連職員找經理請假也要告訴她，不然經理會被罵。經理根本不敢讓職員請假，請假在這裡可是大忌呢。

【給公司的建議】
不用改善了，因為許多精英嘗試改善最後離職+黑掉收場。覺得公司就這樣就好，請繼續爛下去。

【實際工作內容】
打訂單，翻譯，影印，幫老闆回信，打樣，追樣品，出貨，QC control，跟客人出去吃飯取悅客人（陪笑+陪酒，老闆會在客人面前說你沒用又笨），有時候還要去現場支援（常態），開會，載客人當司機。"
宏碁股份有限公司,新北市,專員,2005-01-21,2007-01-21,大學,50,"700,000 / 月",不推,"【千萬不要來台灣區，觀念老化，薪資落後】
整體平均年齡接近50，觀念落後老化，連薪資都是舊時代思想，跟不上時代。
宏碁還是推總部，至少老闆開明，薪水也比較多"
達觀規劃設計顧問有限公司,臺北市,景觀設計師,2003-01-21,2005-01-20,大學,,"38,000 / 月",推,"【公司概況】
雖然常加班，主因老闆有願景，要求高，要求完美，但每年都有出國旅遊跟出國補助，年終也不錯"
紘康科技,臺北市,品保,1900-01-20,1902-01-19,,50,,不推,"【流動率】
很高....."
金像電子股份有限公司,桃園市,軟體工程師,2001-01-21,2003-01-21,碩士,40,"38,000 / 月",不推,"【實際工作內容】
MES資訊系統維護

【獲得的成長】
應付需求以及資料庫應用"
橘點子股份有限公司,臺北市,財務專員,2003-01-21,2005-01-20,大學,36,"30,000 / 月",不推,"【工作內容】
1.核對訂單與物流單相符與否 
2.與配合物流端對帳 
3.開立發票(手開、電子發票)及處理稅務事務 
4.核對物流貨到付款狀況及製作報表 
5.信用卡對帳及報表製作 
6.每月費用請款及整理

【薪資福利】
薪資普通、三節只有500塊禮卷、每年兩次聚餐+春酒、2場電影、中秋烤肉
無年終、沒有每年調薪"
東捷資訊服務股份有限公司,新竹縣,資訊助理工程師,2006-01-21,2008-01-21,大學,40,"32,000 / 月",,"【工作環境】
駐廠在東元電機 人都算好相處
不過做事真的LOW到不行.....
有時還會用人情綁架


【工時狀況】
基本上幾乎工時都8小時準時上下班周休2日 加班狀況少之又少偶爾加班

【薪資福利】
福利制度算完善 缺點就是錢真的很少 伙食津貼原本1800後來勞基法改成2200多 剩下不足的部分居然用餐券去補而且還要扣所得稅 餐券也只能用在自己關係企業上 要說唯一的優點就是算穩定餓不死但也賺不了大錢

【公司管理方式】
遵照勞基法 自律管理 彈性上下班加班可報 特休很好請甚至優於勞基法 颱風天有休假 
但上層幾乎都是靠關係


【升遷制度】
升遷困難
一開始是契約人員升正職還好 但大升遷如升到主管困難 因為都是空降不然就是主管調來調去 不然就是一個主管兼管2個以上部門 死都不會讓底下的人員升上去

【獲得的成長】
管理團隊的經驗、

【公司 / 團隊文化】
超會推事情和責任 推事情了解是一般公司常態沒錯 但重點是明明是自己的工作職務該做的事卻照推到別人頭上是什鬼? 懷疑到底請你來做什的?
部門都不會幫忙轉達給當事人只管自己的事"
友聯車材製造股份有限公司,苗栗縣,機械設計╱繪圖人員,2002-01-21,2004-01-21,大學,55,"500,000 / 年",推,"【很適合養老】
比較沒有壓力，但是對產品要求極高"
津香茶業有限公司,臺南市,作業員╱包裝員,2001-01-21,2003-01-21,大學,40,"24,000 / 月",不推,"【公司管理方式】
傳統家族產業模式經營，身為小職員在公司月會提出了sop的方案，過了半年依舊，出事只會檢討個人不檢討制度。員工身兼數職無法有效率工作， 上自下都沒有讓公司成長的概念。

【實際工作內容】
粉塵多自帶n95比較好 ，會搬重物需要有點肌肉。

【升遷制度】
傳產無制度"
曾永信建築師事務所,臺北市,建築設計師,2003-01-21,2005-01-20,大學,50,"40,000 / 月",不推,"【富二代辦家家酒】
台北辦公室Q-lab是曾永信建築師的兒子主持，雖然學歷看似不凡，但專業能力有待商榷，會以高薪聘請有能之士但用完即丟，喜歡畫大餅，但貴人多忘事，會忘記自己承諾的事情，所以在此勸告大家珍惜生命。"
中強光電股份有限公司,新竹市,軟體工程師,2004-01-21,2006-01-20,碩士,45,"70,000 / 月",推,"【工作內容】
開會，改code改bug
自我測試報告
大部分時間壓力不會很大"
馥品大飯店有限公司,臺中市,房務員,2007-01-21,2009-01-20,國中,35,"23,000 / 月",不推,"【千萬不要來】
這間最大的問題就是薪水不是按時給 很會拖 十號給一半 另一半你不自己去要就一直拖欠 讓人無言 再來是同事之間很多莫名其妙的攻擊 剛進去不熟還能被傳說誰壞話？！ 老闆也是奇葩 用人看八字 拖欠薪水還跟員工嗆已經脫產 說他不缺人 因為會在這裡上班的都是在其他地方找不到工作的 有夠可惡 最後爆一個料 這間的606號房有發生客人跳樓死亡的事件 忌諱的人注意了。"
